CSMILES,PCE_ave
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1$1.03$0.51$-0.08,4.5
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1$-1.11$-0.37$-0.26,3.48
CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC$-1.01$-0.17$-0.34,5.76
CCCCCCCCc1cc(CCCCCCCC)c(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3sc(CCCCCCCC)cc3CCCCCCCC)c3cc(C)sc23)s1$-0.11$0.17$-0.41,5.16
CCCCCCCCOc1c2cc(-c3sc(C)c4cc(C(=O)OCC(CC)CCCC)sc34)sc2c(OCCCCCCCC)c2cc(C)sc12$-1.79$-0.61$-0.48,5.1
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F$-0.83$-0.17$0.05,6.2
CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)c2s1$0.35$0.17$-0.45,3.2
CCCCC(CC)COC(=O)c1sc2c(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)sc(C)c2c1F$0.67$0.07$-0.08,2.7
CCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2s1$-1.97$-0.52$-0.21,4.4
CCCCCCCCC(CCCCCC)COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc(-c3ccc(C)s3)c2c1F$-1.74$-0.32$0.28,5.4
CCCCCCCCC(CCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1$-0.83$-0.37$-0.42,7.1
CCCCCCCCC(CCCCCC)COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)sc(-c3ccc(C)s3)c2c1F$-0.61$-0.37$-0.1,8.3
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$-0.2$1.29$0.23,4.3
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$0.12$1.38$0.07,6.81
CCCCC(CC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)oc2c(OCC(CC)CCCC)c2cc(C)oc12$-1.06$-0.56$-0.57,5.01
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)s2)c2nsnc2c1-c1ccc(C)s1$-1.01$0.07$-0.55,4.45
CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6oc(C)cc6c(OCC(CC)CCCC)c5o4)s3)c2n1$-1.56$1.04$-0.52,1.24
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5oc(C)cc5c(OCC(CC)CCCC)c4o3)s2)c2nonc2c1-c1ccc(C)s1$-0.65$-0.08$-0.41,2.88
CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)s3)c3cc(C)sc23)s1$-0.33$-0.22$-0.41,1.85
CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)o3)c3cc(C)sc23)o1$-0.42$-0.08$-0.48,2.88
CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)s3)c3cc(C)oc23)s1$-1.15$-0.17$-0.56,4.42
CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)o3)c3cc(C)oc23)o1$-1.01$-0.52$-0.55,2.6
CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6oc(C)cc6c(OCC(CC)CCCC)c5o4)s3)c3nsnc23)sc1C$-0.02$-0.56$-0.6,3.3
CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)sc1C$-0.15$-0.37$-0.54,4.0
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nonc2c1-c1ccc(C)s1$-0.29$0.12$1.18,5.7
CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c2n1$-1.24$1.14$-0.51,1.7
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5oc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nonc2c1-c1ccc(C)s1$-0.38$-0.13$-0.14,5.9
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5oc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nsnc2c1-c1ccc(C)s1$-0.83$-0.27$-0.47,4.94
CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6oc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5o4)s3)c2n1$-1.88$0.31$-0.57,3.1
CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5n[se]nc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$-0.7$-0.81$-0.34,5.18
CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$-0.33$0.02$-0.31,5.01
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)cc(-c6ccc(C)s6)c6n[se]nc56)s4)sc3c(-c3ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s3)c3cc(C)sc23)s1$-0.65$-0.56$-0.22,5.0
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5cnc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1$0.35$-0.76$-0.24,4.84
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(-c5cnc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1$0.48$-0.91$-0.19,5.11
CCCCCCCCc1cc(CCCCCCCC)c(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3sc(CCCCCCCC)cc3CCCCCCCC)c3cc(C)sc23)s1$-0.11$0.17$-0.29,5.66
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)cc3)c3cc(C)sc23)cc1$0.08$-0.08$-0.18,8.07
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1$1.03$-0.32$-0.45,6.2
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1$0.57$-0.47$-0.46,3.4
CCCCCCCCCCCCc1cc(-c2cc(F)c(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(OCC(CC)CCCC)cc6)c5s4)s3)c3nsnc23)sc1C$0.44$-0.91$-0.6,2.7
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nonc2c1-c1ccc(C)s1$0.57$0.31$1.28,7.4
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1$0.3$0.31$1.4,6.4
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)s2)c2nonc2c1-c1ccc(C)s1$0.21$0.31$1.4,5.4
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4o3)s2)c2nsnc2c1-c1ccc(C)s1$-0.61$-0.42$0.38,6.42
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(C[C@H](CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CC[C@@H](CCCC)CCCCCC)c2cc(C)sc12$0.89$0.07$-0.06,7.16
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$0.39$-0.32$0.11,4.53
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)cc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$0.67$-0.22$-0.11,5.22
CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(CCC(CCCCC)CCCCCCCC)c6sc(C)cc6c(CC[C@H](CCCCC)CCCCCCCC)c5s4)s3)c3nsnc23)sc1C$0.67$-0.76$-0.13,3.4
CCCCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CC)CCCCCC)s3)c3cc(C)sc23)s1$0.57$0.12$-0.4,4.8
CCCCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CC)CCCCCC)s3)c3cc(C)sc23)s1$-0.2$-0.47$-0.41,1.9
CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)sc1C$-0.02$0.02$-0.44,4.46
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1$0.03$0.22$-0.41,6.2
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc3CCCCCC)sc2c(OCC(CCCCCC)CCCCCCCC)c2cc(C)sc12$-0.11$-0.08$-0.29,8.3
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12$0.12$1.38$0.07,6.81
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)o2)c2nsnc2c1-c1ccc(C)o1$0.48$1.19$-0.55,2.81
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@@H](CC)CCCC)c5sc(C)cc5c(OC[C@@H](CC)CCCC)c4s3)s2)c2nsnc2c1-c1ccc(C)s1$0.08$0.51$-0.48,3.72
CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nsnc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$-0.56$0.31$-0.17,4.93
CCCCCCCCCC[C@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nonc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$-0.11$0.26$-0.22,7.05
CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5ccc(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$-0.2$-0.08$-0.12,4.37
CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5c(F)c(F)c(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12$0.17$0.07$-0.31,3.56
CCCCCCCCCCCc1c(C)sc2cc(-c3ccc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c7s6)c(CCCCCCCCCCC)c5s4)c4nsnc34)sc12$-1.01$-0.32$-0.42,6.03
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nsnc23)sc1C$-0.83$-0.42$-0.24,2.34
CCCCC(CC)COc1c(OCC(CC)CCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1$-0.29$0.36$-0.5,4.9
CCCCCCC(CCCC)COc1c(OCC(CCCC)CCCCCC)c(-c2cc3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)cc3s2)c2nsnc2c1-c1cc2sc(C)cc2s1$-1.11$0.07$-0.53,6.3
CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1$-0.56$0.41$-0.22,4.9
CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1$-0.61$0.41$-0.39,3.6
CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1$-0.61$0.41$-0.44,4.6
CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1$-0.56$0.41$-0.18,5.7
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$1.44,5.2
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$0.29,4.9
CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CC)CCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CC)CCCC)nc6s5)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)nc2s1$-0.56$0.41$7.32,5.6
CCCCCCC(CCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCC)CCCCCC)nc2s1$-0.47$0.41$-0.38,5.6
CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCC)CCCCCCCC)nc2s1$-0.47$0.41$0.14,6.5
CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)nc2s1$-0.47$0.41$-0.31,4.4
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$-0.52,3.0
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$-0.22,4.0
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$1.51,5.3
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$9.76,4.8
CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1$-0.56$0.41$-0.52,3.2
CCCCCCCCCCCCCCc1cc(C)sc1-c1cc(CCCCCCCCCCCCCC)c(-c2nc3sc(-c4sc(-c5sc(C)cc5CCCCCCCCCCCCCC)cc4CCCCCCCCCCCCCC)nc3s2)s1$-1.06$0.41$-0.45,1.6
CCCCCCCCC(CCCCCC)c1cc(C)sc1-c1nc2sc(-c3sc(C)cc3C(CCCCCC)CCCCCCCC)nc2s1$-0.15$0.41$-0.53,0.8
CCCCCCOc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCC)C(c6ccc(C)cc6)=C5C(=O)N4CCCCCC)cc3)sc2c(OCCCCCC)c2cc(C)sc12$0.62$-0.08$-0.58,1.51
CCCCCCOc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CCCCCC)s3)sc2c(OCCCCCC)c2cc(C)sc12$-0.83$-1.39$-0.51,2.78
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)cn3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(C)s2)cn1$1.98$-0.03$-0.49,4.88
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1$-0.15$-1.88$2.23,6.9
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.67$-0.91$0.38,7.3
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC(CCCCCC)CCCCCCCC)C(c8ccc(-c9ccc(C)s9)s8)=C7C(=O)N6CC(CCCCCC)CCCCCCCC)s5)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1$-0.79$-1.39$0.46,7.8
CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1$-1.15$-1.59$0.46,8.8
CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)[se]5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1$-1.2$-1.69$1.06,7.6
CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)[te]5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1$-1.29$-1.93$1.31,7.1
CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)o3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1$-0.61$-1.54$-0.09,4.8
CCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)o3)N(CCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1$-0.61$-1.54$0.01,6.2
CCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)o3)N(CCCCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1$-0.15$-1.54$-0.02,5.7
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)o3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)o1$-0.33$-1.0$-0.09,4.5
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1$-0.15$-1.25$-0.01,6.4
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)[se]3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)[se]1$-0.38$-1.64$-0.07,7.0
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.26$-0.42$0.62,5.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)c(F)c5)cc4F)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.48$-0.61$1.35,3.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5F)c(F)c4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.67$-0.08$0.38,4.1
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5cc(C)ccc5c4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$-0.2$-1.05$0.01,4.7
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.3$-0.86$0.9,3.2
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$-0.38$-1.73$2.64,4.8
